Last,First,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yds,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,GameID,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Link,Season
Johnson,Jamier,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,westvirginia_texas_10_1_2022,2022-10-01,texas,west virginia,38.0,20.0,Win,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,westvirginia_texas_10_1_2022,2022-10-01,texas,west virginia,38.0,20.0,Win,https://texassports.com/sports/football/stats/2022/west-virginia/boxscore/14711,2022
Thompson,Jerrin,4,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Ford,Jaylan,4,3,7,1.0,1,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Overshown,DeMarvion,2,4,6,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Barron,Jahdae,3,3,6,0.5,1,0,0,0.0,1.0,6.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Cook,Anthony,1,4,5,0.5,0,0,0,0.0,0.0,0.0,0,0,0.5,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Tucker-Dorsey,Diamonte,1,3,4,0.5,1,0,0,0.0,0.0,0.0,0,0,0.5,1,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Bush,Jett,1,3,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Sweat,T'Vondre,3,1,4,2.0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Ojomo,Moro,2,2,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Jamison,D'Shawn,1,2,3,1.0,2,0,0,0.0,1.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Oghoufo,Ovie,2,1,3,1.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Crawford,Kitan,2,1,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Coburn,Keondre,1,2,3,2.0,5,0,0,0.0,0.0,0.0,0,0,0.5,4,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Finkley,Justice,0,2,2,0.5,5,0,0,0.0,0.0,0.0,0,0,0.5,5,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Taaffe,Michael,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Collins,Alfred,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Johnson,Roschon,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Watts,Ryan,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Guilbeau,Jaylon,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Coffey III,JD,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Richardson,Devin,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Dorbah,Prince,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Murphy II,Byron,1,0,1,1.0,7,0,0,0.0,0.0,0.0,0,0,1.0,7,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Burke,Ethan,1,0,1,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Sanders,Ja'Tavion,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Robinson,Bijan,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Robinson,Keilan,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Worthy,Xavier,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Brooks,Jonathon,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahoma_10_8_2022,2022-10-08,oklahoma,texas,0.0,49.0,Win,https://texassports.com/sports/football/stats/2022/oklahoma/boxscore/14712,2022
Ford,Jaylan,2,6,8,0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Watts,Ryan,5,2,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Overshown,DeMarvion,3,3,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Oghoufo,Ovie,2,2,4,0.5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Thompson,Jerrin,3,1,4,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Tucker-Dorsey,Diamonte,2,2,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Crawford,Kitan,2,2,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Cook,Anthony,2,1,3,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Barron,Jahdae,1,2,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Ojomo,Moro,2,1,3,1.5,10,0,0,0.0,0.0,0.0,0,0,1.0,8,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Guilbeau,Jaylon,2,1,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Jamison,D'Shawn,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Sorrell,Barryn,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Sweat,T'Vondre,0,2,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Johnson,Roschon,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Jordan,Austin,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Robinson,Keilan,1,0,1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Brooks,Terrance,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Richardson,Devin,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Taaffe,Michael,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Collins,Alfred,1,0,1,1.0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Whittington,Jordan,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Worthy,Xavier,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,iowast._texas_10_15_2022,2022-10-15,texas,iowa st.,24.0,21.0,Win,https://texassports.com/sports/football/stats/2022/iowa-state/boxscore/14713,2022
Barron,Jahdae,6,6,12,1.5,6,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Overshown,DeMarvion,4,4,8,2.0,4,0,0,0.0,0.0,0.0,1,0,1.0,3,1,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Oghoufo,Ovie,3,4,7,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Crawford,Kitan,5,2,7,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Taaffe,Michael,4,3,7,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Ford,Jaylan,4,2,6,2.0,11,0,0,0.0,0.0,0.0,0,0,1.0,10,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Sorrell,Barryn,2,4,6,0.5,1,1,0,0.0,0.0,0.0,0,0,0,0,1,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Guilbeau,Jaylon,3,2,5,0,0,0,0,0.0,0.0,0.0,1,0,0,0,3,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Thompson,Jerrin,3,2,5,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Ojomo,Moro,2,2,4,1.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Murphy II,Byron,0,3,3,0.5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Collins,Alfred,0,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Tucker-Dorsey,Diamonte,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Jamison,D'Shawn,2,0,2,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Watts,Ryan,0,2,2,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Cook,Anthony,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Richardson,Devin,0,2,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Sweat,T'Vondre,0,2,2,0.5,1,0,0,0.0,0.0,0.0,0,0,0,0,2,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Johnson,Roschon,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Robinson,Bijan,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Stone,Will,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Blackwell Jr.,Morice,1,0,1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Bush,Jett,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Coburn,Keondre,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Worthy,Xavier,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Broughton,Vernon,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,texas_oklahomast._10_22_2022,2022-10-22,oklahoma st.,texas,41.0,34.0,Loss,https://texassports.com/sports/football/stats/2022/oklahoma-state/boxscore/14714,2022
Ford,Jaylan,6,4,10,0,0,1,1,0.0,1.0,18.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Overshown,DeMarvion,7,2,9,1.5,2,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Watts,Ryan,5,1,6,1.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Thompson,Jerrin,4,2,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Taaffe,Michael,4,2,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Oghoufo,Ovie,3,2,5,1.5,3,1,0,0.0,0.0,0.0,1,0,1.0,2,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Barron,Jahdae,3,0,3,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Sweat,T'Vondre,1,2,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Coburn,Keondre,3,0,3,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Tucker-Dorsey,Diamonte,2,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Bush,Jett,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Ojomo,Moro,1,1,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Finkley,Justice,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Johnson,Roschon,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Jamison,D'Shawn,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Crawford,Kitan,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Blackwell Jr.,Morice,0,1,1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Broughton,Vernon,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Sorrell,Barryn,1,0,1,1.0,10,0,0,0.0,0.0,0.0,0,0,1.0,10,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Robinson,Bijan,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Worthy,Xavier,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Auburn,Bert,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,texas_kansasstate_11_5_2022,2022-11-05,kansas state,texas,27.0,34.0,Win,https://texassports.com/sports/football/stats/2022/kansas-state/boxscore/14715,2022
Overshown,DeMarvion,2,9,11,0.5,3,0,0,0,0.0,0.0,0,0,0.5,3,0,tcu_texas_11_12_2022,2022-11-12,texas,tcu,10.0,17.0,Loss,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022
Barron,Jahdae,8,3,11,3.5,9,0,1,48,0.0,0.0,0,0,0,0,0,tcu_texas_11_12_2022,2022-11-12,texas,tcu,10.0,17.0,Loss,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022
Sorrell,Barryn,4,7,11,3.0,18,0,0,0,0.0,0.0,1,0,1.5,15,0,tcu_texas_11_12_2022,2022-11-12,texas,tcu,10.0,17.0,Loss,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022
Ford,Jaylan,3,6,9,0.5,1,0,0,0,0.0,0.0,0,0,0,0,0,tcu_texas_11_12_2022,2022-11-12,texas,tcu,10.0,17.0,Loss,https://texassports.com/sports/football/stats/2022/tcu/boxscore/14716,2022
