PlayerID,Solo,Ast,Tot,TFL,tfl_yds,FF,FR,fr_yd,Int,int_yds,BrUp,Blkd,Sack,sack_yds,QH,Home Score,Away Score,Season,fr_yds,Year
013359,9.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,201.0,20121,0.0,20121
013364,20.0,11.0,31.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,542.0,450.0,40240,0.0,40240
013366,18.0,26.0,44.0,9.0,38.0,0.0,4.0,40.0,1.0,31.0,4.0,1.0,3.0,21.0,6.0,695.0,669.0,50300,0.0,50300
013367,85.0,54.0,139.0,5.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.5,3.0,1.0,677.0,737.0,58374,0.0,58374
013368,22.0,29.0,51.0,7.0,27.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,23.0,5.0,473.0,466.0,42261,0.0,42261
013378,148.0,75.0,223.0,17.0,62.0,4.0,0.0,0.0,11.0,28.0,36.0,0.0,5.5,46.0,4.0,1232.0,1248.0,94586,0.0,94586
013381,167.0,127.0,294.0,20.0,40.0,4.0,0.0,0.0,3.0,28.0,9.0,0.0,6.5,21.0,8.0,1056.0,1007.0,76483,0.0,76483
013384,6.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,96.0,6033,0.0,6033
013404,49.0,40.0,89.0,3.0,7.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,774.0,736.0,54333,0.0,54333
013405,13.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,382.0,343.0,30181,0.0,30181
013412,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,37.0,2011,0.0,2011
013415,23.0,14.0,37.0,6.0,28.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,18.0,3.0,659.0,597.0,44269,0.0,44269
013428,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,93.0,4022,0.0,4022
013455,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,151.0,8049,0.0,8049
013457,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,72.0,6036,0.0,6036
013504,89.0,86.0,175.0,36.0,129.0,6.0,3.0,0.0,0.0,0.0,7.0,0.0,17.0,108.0,31.0,996.0,997.0,74476,0.0,74476
013547,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,2011,0.0,2011
013578,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,2011,0.0,2011
013595,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,48.0,4023,0.0,4023
013607,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,24.0,2011,0.0,2011
013612,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,2011,0.0,2011
013637,74.0,29.0,103.0,3.0,13.0,1.0,0.0,0.0,6.0,43.0,15.0,0.0,1.0,9.0,0.0,677.0,756.0,56367,0.0,56367
013642,36.0,15.0,51.0,2.0,6.0,1.0,0.0,0.0,2.0,32.0,6.0,2.0,1.0,3.0,0.0,430.0,360.0,24144,0.0,24144
013643,30.0,28.0,58.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,371.0,315.0,20120,0.0,20120
013645,12.0,19.0,31.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,430.0,360.0,24144,0.0,24144
013649,51.0,53.0,104.0,12.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,698.0,715.0,52334,0.0,52334
013651,11.0,11.0,22.0,11.0,49.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,32.0,3.0,220.0,176.0,10060,0.0,10060
013653,27.0,31.0,58.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,3.0,397.0,353.0,22132,0.0,22132
013654,34.0,35.0,69.0,3.0,6.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,430.0,360.0,24144,0.0,24144
013661,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,156.0,8052,0.0,8052
013662,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,234.0,14087,0.0,14087
013664,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,125.0,8048,0.0,8048
013666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,66.0,2012,0.0,2012
013671,69.0,78.0,147.0,26.0,88.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,8.5,56.0,11.0,861.0,930.0,66430,0.0,66430
013672,5.0,11.0,16.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,6.0,322.0,288.0,18108,0.0,18108
