First Name,Last Name,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season,Year,PlayerID,NameConcat,First Year,Last Year,Fantasy
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,texas_texasa&m_11_25_1971,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-a&m.htm,1971-11-25,texas a&m,texas,14.0,34.0,Win,1971,1971,002820,LonnieBennett,1971,1973,0.4
Bill,Catlett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,texas_texasa&m_11_25_1971,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-a&m.htm,1971-11-25,texas a&m,texas,14.0,34.0,Win,1971,1971,002791,BillCatlett,1970,1971,0.2
Rick,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,texas_texasa&m_11_25_1971,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-a&m.htm,1971-11-25,texas a&m,texas,14.0,34.0,Win,1971,1971,002827,RickDavis,1971,1972,2.0
Dennis,Ladd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,12.0,1.0,4.0,1.5,0.0,0.0,0.0,0.0,texas_texasa&m_11_25_1971,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-a&m.htm,1971-11-25,texas a&m,texas,14.0,34.0,Win,1971,1971,002830,DennisLadd,1971,1972,7.2
Eddie,Phillips,3.0,8.0,0.0,59.0,0.0,0.0,0.0,12.0,-10.0,0.0,-10.0,0.0,11.0,-0.8,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002576,EddiePhillips,1969,1971,1.3599999999999999
Donn,Wigginton,2.0,6.0,0.0,24.0,0.0,0.0,0.0,2.0,-1.0,0.0,-1.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002574,DonnWigginton,1969,1971,0.86
,Game,5.0,14.0,0.0,83.0,0.0,0.0,0.0,52.0,159.0,0.0,159.0,0.0,13.0,3.1,5.0,83.0,0.0,21.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,000000,Game,,,30.02
Jim,Bertelsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,58.0,0.0,58.0,0.0,13.0,4.1,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002569,JimBertelsen,1969,1971,5.800000000000001
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,0.0,43.0,0.0,10.0,6.1,3.0,45.0,0.0,21.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002817,DonBurrisk,1971,1974,10.3
Steve,Fleming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,11.0,0.0,4.0,1.8,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002703,SteveFleming,1970,1972,1.1
Dan,Steakley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,9.0,0.0,6.0,4.5,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002701,DanSteakley,1970,1972,0.9
Alan,Lowry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002931,AlanLowry,1971,1972,0.4
Pat,Kelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,19.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002839,PatKelly,1971,1973,4.800000000000001
Dennis,Ladd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,0.0,45.0,0.0,13.0,5.6,0.0,0.0,0.0,0.0,pennstate_texas_1_1_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/71/ut-psu.htm,1972-01-01,texas,penn state,6.0,30.0,Loss,1971,1972,002830,DennisLadd,1971,1972,4.5
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,0.0,47.0,1.0,13.0,3.1,1.0,10.0,0.0,10.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002934,RooseveltLeaks,1972,1974,12.2
Alan,Lowry,8.0,13.0,0.0,182.0,0.0,50.0,0.0,18.0,81.0,0.0,81.0,0.0,35.0,4.5,0.0,0.0,0.0,0.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002931,AlanLowry,1971,1972,15.379999999999999
,Game,8.0,13.0,0.0,182.0,0.0,50.0,0.0,55.0,261.0,0.0,261.0,2.0,49.0,4.7,8.0,182.0,0.0,50.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,000000,Game,,,67.58
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,88.0,0.0,88.0,1.0,49.0,8.8,0.0,0.0,0.0,0.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002820,LonnieBennett,1971,1973,14.8
Donald,Ealey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,17.0,0.0,12.0,5.7,0.0,0.0,0.0,0.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002892,DonaldEaley,1971,1972,1.7000000000000002
Jim,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,0.0,41.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002821,JimMoore,1971,1973,7.9
Tom,Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,12.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002861,TomLandry,1971,1973,1.2000000000000002
Dennis,Ladd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002830,DennisLadd,1971,1972,0.1
Rick,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,50.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002827,RickDavis,1971,1972,7.4
Julius,Whittier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,31.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002943,JuliusWhittier,1972,1972,3.6
Pat,Kelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002839,PatKelly,1971,1973,1.8
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,15.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,miami_texas_9_23_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-miami.htm,1972-09-23,texas,miami,23.0,10.0,Win,1972,1972,002817,DonBurrisk,1971,1974,1.5
Pat,Kelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,002839,PatKelly,1971,1973,1.6
Jim,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,0.0,15.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,002821,JimMoore,1971,1973,6.800000000000001
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,19.0,0.0,13.0,3.2,1.0,24.0,0.0,24.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,002820,LonnieBennett,1971,1973,4.800000000000001
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,48.0,0.0,48.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,002817,DonBurrisk,1971,1974,4.800000000000001
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,107.0,0.0,107.0,1.0,20.0,4.7,1.0,7.0,0.0,7.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,002934,RooseveltLeaks,1972,1974,17.900000000000002
,Game,7.0,14.0,0.0,90.0,0.0,24.0,0.0,59.0,277.0,0.0,277.0,3.0,23.0,4.7,7.0,90.0,0.0,24.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,000000,Game,,,61.800000000000004
Alan,Lowry,7.0,14.0,0.0,90.0,0.0,24.0,0.0,22.0,103.0,0.0,103.0,2.0,23.0,4.7,0.0,0.0,0.0,0.0,texas_texastech_9_30_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-tech.htm,1972-09-30,texas tech,texas,20.0,25.0,Win,1972,1972,002931,AlanLowry,1971,1972,25.9
Alan,Lowry,4.0,13.0,1.0,83.0,0.0,38.0,0.0,21.0,145.0,0.0,145.0,1.0,30.0,6.9,0.0,0.0,0.0,0.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002931,AlanLowry,1971,1972,21.82
,Game,4.0,13.0,1.0,83.0,0.0,38.0,0.0,54.0,283.0,0.0,283.0,3.0,30.0,5.2,4.0,83.0,0.0,38.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,000000,Game,,,57.92
Tom,Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,51.0,0.0,51.0,2.0,25.0,7.3,0.0,0.0,0.0,0.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002861,TomLandry,1971,1973,17.1
Donald,Ealey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,15.0,0.0,5.0,3.8,0.0,0.0,0.0,0.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002892,DonaldEaley,1971,1972,1.5
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,25.0,0.0,6.0,3.6,1.0,19.0,0.0,19.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002820,LonnieBennett,1971,1973,4.9
Jim,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,0.0,38.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002821,JimMoore,1971,1973,7.9
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,0.0,41.0,0.0,8.0,2.9,0.0,0.0,0.0,0.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002934,RooseveltLeaks,1972,1974,4.1000000000000005
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,utahstate_texas_10_7_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-uthst.htm,1972-10-07,texas,utah state,27.0,12.0,Win,1972,1972,002817,DonBurrisk,1971,1974,0.6000000000000001
Pat,Kelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,21.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002839,PatKelly,1971,1973,2.6
Julius,Whittier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,7.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002943,JuliusWhittier,1972,1972,2.2
Jim,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,0.0,24.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002821,JimMoore,1971,1973,10.6
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,-5.0,0.0,0.0,-5.0,1.0,9.0,0.0,9.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002817,DonBurrisk,1971,1974,0.9
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,1.5,2.0,23.0,0.0,14.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002820,LonnieBennett,1971,1973,3.6000000000000005
Tom,Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,2.0,1.3,2.0,30.0,0.0,17.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002861,TomLandry,1971,1973,4.4
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,110.0,5.0,105.0,0.0,20.0,4.6,0.0,0.0,0.0,0.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002934,RooseveltLeaks,1972,1974,10.5
,Game,14.0,32.0,4.0,186.0,0.0,24.0,0.0,43.0,141.0,68.0,73.0,0.0,20.0,1.7,14.0,186.0,0.0,24.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,000000,Game,,,32.34
Marty,Akins,1.0,2.0,1.0,24.0,0.0,24.0,0.0,2.0,4.0,7.0,-3.0,0.0,4.0,-1.5,0.0,0.0,0.0,0.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002969,MartyAkins,1972,1975,-1.34
Alan,Lowry,13.0,30.0,3.0,162.0,0.0,22.0,0.0,10.0,16.0,51.0,-35.0,0.0,10.0,-3.5,0.0,0.0,0.0,0.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002931,AlanLowry,1971,1972,-3.0199999999999996
Donald,Ealey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,4.0,2.0,1.0,10.0,0.0,10.0,texas_oklahoma_10_14_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ou.htm,1972-10-14,oklahoma,texas,27.0,0.0,Loss,1972,1972,002892,DonaldEaley,1971,1972,1.9
Donald,Ealey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,0.0,64.0,1.0,26.0,9.1,0.0,0.0,0.0,0.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002892,DonaldEaley,1971,1972,12.4
,Game,1.0,3.0,1.0,14.0,0.0,14.0,0.0,68.0,394.0,0.0,394.0,5.0,26.0,5.8,1.0,14.0,0.0,14.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,000000,Game,,,69.86000000000001
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,154.0,0.0,154.0,2.0,25.0,4.5,0.0,0.0,0.0,0.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002934,RooseveltLeaks,1972,1974,27.4
Alan,Lowry,1.0,3.0,1.0,14.0,0.0,14.0,0.0,22.0,156.0,0.0,156.0,2.0,20.0,7.1,0.0,0.0,0.0,0.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002931,AlanLowry,1971,1972,26.160000000000004
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002820,LonnieBennett,1971,1973,0.5
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,4.0,2.5,0.0,0.0,0.0,0.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002817,DonBurrisk,1971,1974,0.5
Jim,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002821,JimMoore,1971,1973,1.9000000000000001
Marty,Akins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,10.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,arkansas_texas_10_21_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-ark.htm,1972-10-21,texas,arkansas,35.0,15.0,Win,1972,1972,002969,MartyAkins,1972,1975,1.0
Alan,Lowry,2.0,6.0,0.0,55.0,0.0,37.0,0.0,8.0,20.0,0.0,20.0,0.0,13.0,2.5,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002931,AlanLowry,1971,1972,4.2
Marty,Akins,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,26.0,0.0,13.0,2.9,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002969,MartyAkins,1972,1975,2.6
,Game,2.0,9.0,0.0,55.0,0.0,37.0,0.0,78.0,468.0,0.0,468.0,5.0,39.0,6.0,2.0,55.0,0.0,37.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,000000,Game,,,85.5
Roosevelt,Leaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,154.0,0.0,154.0,2.0,39.0,10.3,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002934,RooseveltLeaks,1972,1974,27.4
Steve,Fleming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,110.0,0.0,110.0,0.0,21.0,5.8,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002703,SteveFleming,1970,1972,11.0
Donald,Ealey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,0.0,40.0,1.0,18.0,5.7,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002892,DonaldEaley,1971,1972,10.0
Tom,Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,30.0,1.0,20.0,7.5,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002861,TomLandry,1971,1973,9.0
Don,Burrisk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,30.0,1.0,18.0,7.5,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002817,DonBurrisk,1971,1974,9.0
Lonnie,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,26.0,0.0,9.0,3.7,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002820,LonnieBennett,1971,1973,2.6
Dan,Steakley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,24.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002701,DanSteakley,1970,1972,2.4000000000000004
Tommy,Isbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002990,TommyIsbell,1972,1972,0.8
Pat,Kelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,37.0,texas_rice_10_28_1972,https://stats.texassports.com/custompages/sports/m-footbl/archive/stats/72/ut-rice.htm,1972-10-28,rice,texas,9.0,45.0,Win,1972,1972,002839,PatKelly,1971,1973,6.5
