Player,Completions,Pass Attempts,Interceptions,Pass Yards,Passing TDs,Longest Pass,Sacks Taken,Rush Attempts,Rush Yards Gained,Rush Yards Lost,Net Rush Yards,Rushing TDs,Longest Rush,Yards Per Rush,Catches,Receiving Yards,Receiving TDs,Longest Reception,GameID,Link,Date,Home Team,Away Team,Home Score,Away Score,Texas Result,Season
"Harris, John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,117.0,1.0,24.0,texas_oklahomastate_11_15_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut11.htm,2014-11-15,oklahoma state,texas,7.0,28.0,Win,2014
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,33.0,0.0,11.0,texas_oklahomastate_11_15_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut11.htm,2014-11-15,oklahoma state,texas,7.0,28.0,Win,2014
"Foreman, Armanti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,74.0,1.0,45.0,texas_oklahomastate_11_15_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut11.htm,2014-11-15,oklahoma state,texas,7.0,28.0,Win,2014
"Warrick, Jacorey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,19.0,0.0,11.0,texas_oklahomastate_11_15_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut11.htm,2014-11-15,oklahoma state,texas,7.0,28.0,Win,2014
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17.0,0.0,17.0,texas_oklahomastate_11_15_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut11.htm,2014-11-15,oklahoma state,texas,7.0,28.0,Win,2014
"McFarland, M.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0.0,4.0,texas_oklahomastate_11_15_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut11.htm,2014-11-15,oklahoma state,texas,7.0,28.0,Win,2014
"Swoopes, Tyrone",20,34,4,200,1,73,4,15,110,49,61,0,28,4.1,0.0,0.0,0.0,0.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
Total,20,34,4,200,1,73,4,36,154,64,90,0,28,2.5,20.0,200.0,1.0,73.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Brown, Malcolm",0,0,0,0,0,0,0,10,30,1,29,0,6,2.9,4.0,33.0,0.0,10.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Gray, Johnathan",0,0,0,0,0,0,0,11,14,14,0,0,5,0.0,4.0,30.0,0.0,13.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Harris, John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,39.0,0.0,12.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Foreman, Armanti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,91.0,1.0,73.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Warrick, Jacorey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.0,0.0,12.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Johnson, Daje",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-2.0,0.0,0.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-3.0,0.0,0.0,tcu_texas_11_27_2014,http://stats.texassports.com/sports/m-footbl/2014-2015/ut12.htm,2014-11-27,texas,tcu,10.0,48.0,Loss,2014
"Ash, David",19,34,0,251,2,57,3,16,50,16,34,0,17,2.1,0.0,0.0,0.0,0.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"McCoy, Case",5,10,0,62,0,45,1,2,0,11,-11,0,0,-5.5,0.0,0.0,0.0,0.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
Total,24,44,0,313,2,57,4,39,164,32,132,1,37,3.4,24.0,313.0,2.0,57.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Gray, Johnathan",0,0,0,0,0,0,0,13,92,2,90,0,37,6.9,0.0,0.0,0.0,0.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Brown, Malcolm",0,0,0,0,0,0,0,3,15,0,15,0,9,5.0,2.0,15.0,0.0,15.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Johnson, Daje",0,0,0,0,0,0,0,2,4,0,4,0,4,2.0,0.0,0.0,0.0,0.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Bergeron, Joe",0,0,0,0,0,0,0,2,3,0,3,1,2,1.5,0.0,0.0,0.0,0.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Overstreet, Jalen",0,0,0,0,0,0,0,1,0,3,-3,0,0,-3.0,0.0,0.0,0.0,0.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,114.0,2.0,57.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,105.0,0.0,45.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,36.0,0.0,13.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Harris, John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,30.0,0.0,30.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"Daniels, Greg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,13.0,0.0,13.0,texas_byu_9_7_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut02.htm,2013-09-07,byu,texas,40.0,21.0,Loss,2013
"McCoy, Case",24,36,0,196,1,25,1,5,20,6,14,0,12,2.8,0.0,0.0,0.0,0.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
Total,24,36,0,196,1,25,1,37,147,23,124,1,18,3.4,24.0,196.0,1.0,25.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Gray, Johnathan",0,0,0,0,0,0,0,19,97,6,91,1,18,4.8,4.0,12.0,0.0,7.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Bergeron, Joe",0,0,0,0,0,0,0,8,23,1,22,0,9,2.8,0.0,0.0,0.0,0.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Brown, Malcolm",0,0,0,0,0,0,0,5,7,10,-3,0,5,-0.6,0.0,0.0,0.0,0.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,55.0,0.0,22.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,46.0,1.0,13.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,83.0,0.0,25.0,olemiss_texas_9_14_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut03.htm,2013-09-14,texas,ole miss,23.0,44.0,Loss,2013
"Ash, David",14,25,0,166,1,63,1,7,36,9,27,0,11,3.9,0.0,0.0,0.0,0.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"McCoy, Case",5,9,0,59,0,21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
Total,19,34,0,225,1,63,1,47,243,16,227,3,21,4.8,19.0,225.0,1.0,63.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Gray, Johnathan",0,0,0,0,0,0,0,28,144,3,141,2,21,5.0,2.0,14.0,0.0,8.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,9,42,2,40,1,13,4.4,1.0,7.0,0.0,7.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"De La Torre, Alex",0,0,0,0,0,0,0,1,19,0,19,0,19,19.0,0.0,0.0,0.0,0.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,1,2,0,2,0,2,2.0,1.0,6.0,0.0,6.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
TEAM,0,0,0,0,0,0,0,1,0,2,-2,0,0,-2.0,0.0,0.0,0.0,0.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,70.0,0.0,21.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,31.0,0.0,10.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,80.0,1.0,63.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Swaim, Geoff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,0.0,9.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"Harris, John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,0.0,8.0,kansasstate_texas_9_21_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut04.htm,2013-09-21,texas,kansas state,31.0,21.0,Win,2013
"McCoy, Case",26,45,0,244,1,44,3,5,1,13,-12,1,1,-2.4,0.0,0.0,0.0,0.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
Total,26,45,0,244,1,44,3,29,139,20,119,3,45,4.1,26.0,244.0,1.0,44.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Gray, Johnathan",0,0,0,0,0,0,0,16,94,5,89,1,45,5.6,3.0,15.0,0.0,10.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,4,36,0,36,1,12,9.0,2.0,15.0,0.0,12.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,3,8,0,8,0,5,2.7,2.0,12.0,0.0,8.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
TEAM,0,0,0,0,0,0,0,1,0,2,-2,0,0,-2.0,0.0,0.0,0.0,0.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,40.0,0.0,15.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,64.0,0.0,16.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,29.0,0.0,19.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Johnson, Daje",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0,0.0,18.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"Harris, John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,44.0,1.0,44.0,texas_iowastate_10_3_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut05.htm,2013-10-03,iowa state,texas,30.0,31.0,Win,2013
"McCoy, Case",13,21,1,190,2,59,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
TEAM,0,1,0,0,0,0,0,1,0,1,-1,0,0,-1.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
Total,13,22,1,190,2,59,0,60,266,11,255,0,38,4.2,13.0,190.0,2.0,59.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Gray, Johnathan",0,0,0,0,0,0,0,29,128,5,123,0,38,4.2,1.0,2.0,0.0,2.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,23,120,0,120,0,13,5.2,0.0,0.0,0.0,0.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Johnson, Daje",0,0,0,0,0,0,0,6,14,5,9,0,9,1.5,1.0,3.0,0.0,3.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,1,4,0,4,0,4,4.0,0.0,0.0,0.0,0.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,59.0,0.0,21.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,29.0,0.0,22.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,59.0,1.0,59.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,38.0,1.0,38.0,oklahoma_texas_10_12_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut06.htm,2013-10-12,texas,oklahoma,36.0,20.0,Win,2013
"McCoy, Case",9,19,2,228,1,65,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
Total,9,19,2,228,1,65,0,52,202,15,187,2,24,3.6,9.0,228.0,1.0,65.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Gray, Johnathan",0,0,0,0,0,0,0,22,96,2,94,0,24,4.3,1.0,0.0,0.0,0.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,17,53,2,51,2,16,3.0,0.0,0.0,0.0,0.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Johnson, Daje",0,0,0,0,0,0,0,5,28,0,28,0,12,5.6,1.0,-2.0,0.0,0.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,5,17,1,16,0,7,3.2,0.0,0.0,0.0,0.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Swoopes, Tyrone",0,0,0,0,0,0,0,3,8,10,-2,0,8,-0.7,0.0,0.0,0.0,0.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,120.0,1.0,65.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,56.0,0.0,44.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,33.0,0.0,33.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,21.0,0.0,21.0,texas_tcu_10_26_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut07.htm,2013-10-26,tcu,texas,7.0,30.0,Win,2013
"McCoy, Case",20,29,2,196,0,31,1,2,3,8,-5,0,3,-2.5,0.0,0.0,0.0,0.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Swoopes, Tyrone",1,3,0,1,0,1,0,2,20,0,20,0,18,10.0,0.0,0.0,0.0,0.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
Total,21,32,2,197,0,31,1,44,229,8,221,4,30,5.0,21.0,197.0,0.0,31.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,20,119,0,119,4,30,5.9,1.0,7.0,0.0,7.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Gray, Johnathan",0,0,0,0,0,0,0,18,68,0,68,0,21,3.8,1.0,5.0,0.0,5.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,1,13,0,13,0,13,13.0,0.0,0.0,0.0,0.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Johnson, Daje",0,0,0,0,0,0,0,1,6,0,6,0,6,6.0,7.0,46.0,0.0,16.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,77.0,0.0,31.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,44.0,0.0,31.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,13.0,0.0,12.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0.0,5.0,kansas_texas_11_2_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut08.htm,2013-11-02,texas,kansas,35.0,13.0,Win,2013
"McCoy, Case",27,49,1,283,3,49,1,1,0,9,-9,0,0,-9.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
Total,27,49,1,283,3,49,1,41,167,15,152,2,27,3.7,27.0,283.0,3.0,49.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Brown, Malcolm",0,0,0,0,0,0,0,28,93,4,89,1,27,3.2,2.0,10.0,0.0,7.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Gray, Johnathan",0,0,0,0,0,0,0,8,56,0,56,0,27,7.0,1.0,6.0,0.0,6.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Bergeron, Joe",0,0,0,0,0,0,0,4,18,2,16,1,8,4.0,0.0,0.0,0.0,0.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Shipley, Jaxon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,82.0,1.0,36.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Johnson, Daje",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,28.0,0.0,12.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Sanders, Kendall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,43.0,0.0,20.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Davis, Mike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,91.0,1.0,49.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Johnson, Marcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,14.0,0.0,14.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
"Daniels, Greg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.0,0.0,7.0,texas_westvirginia_11_9_2013,http://stats.texassports.com/sports/m-footbl/2013-2014/ut09.htm,2013-11-09,west virginia,texas,0.0,7.0,Win,2013
